estado;total_moradores;tipo_local;num_comodos;problemas_recentes;saude;peso;altura
Mato Grosso;5;Urbano;5;Não;#N/D;;
Rio Grande do Sul;1;Urbano;5;Não;Muito boa;087.0;182
Amapá;5;Urbano;4;Não;#N/D;;
Paraíba;2;Rural;7;Não;#N/D;;
Minas Gerais;6;Urbano;7;Não;#N/D;;
Tocantins;9;Rural;7;Não;#N/D;;
Mato Grosso;3;Urbano;5;Não;#N/D;;
Distrito Federal;6;Urbano;7;Não;#N/D;;
Mato Grosso;3;Urbano;7;Não;Boa;080.0;175
Roraima;5;Urbano;3;Não;#N/D;;
Pará;1;Urbano;4;Não;Boa;062.0;152
Paraná;4;Urbano;6;Não;Boa;054.0;152
Pará;6;Urbano;7;Não;#N/D;;
Amazonas;13;Urbano;6;Não;#N/D;;
São Paulo;;Urbano;;;#N/D;;
Santa Catarina;5;Urbano;4;Não;#N/D;;
Mato Grosso do Sul;3;Rural;7;Não;#N/D;;
Distrito Federal;3;Urbano;4;Não;#N/D;;
Tocantins;3;Urbano;4;Não;#N/D;;
Minas Gerais;3;Urbano;8;Não;#N/D;;
Espírito Santo;2;Rural;8;Não;#N/D;;
Rio de Janeiro;3;Urbano;4;Não;#N/D;;
Rondônia;3;Urbano;5;Não;Boa;068.0;163
Santa Catarina;;Urbano;;;#N/D;;
Distrito Federal;1;Urbano;3;Não;Regular;058.0;
Alagoas;2;Urbano;6;Não;#N/D;;
Maranhão;2;Rural;7;Não;#N/D;;
Rio de Janeiro;1;Urbano;6;Não;Boa;072.0;153
Goiás;5;Urbano;8;Não;#N/D;;
Distrito Federal;2;Urbano;6;Não;Regular;062.0;150
Pernambuco;;Urbano;;;#N/D;;
Pará;2;Urbano;1;Não;#N/D;;
Goiás;3;Rural;5;Não;Regular;097.0;178
Sergipe;4;Rural;5;Não;Boa;082.0;187
Rio Grande do Sul;3;Urbano;13;Não;#N/D;;
Maranhão;3;Rural;4;Não;#N/D;;
Roraima;4;Urbano;5;Não;#N/D;;
Santa Catarina;3;Urbano;4;Não;#N/D;;
Espírito Santo;3;Urbano;5;Não;Regular;063.0;170
Pará;3;Urbano;7;Não;#N/D;;
Acre;;Urbano;;;#N/D;;
Piauí;3;Urbano;6;Não;Boa;058.0;153
Maranhão;;Rural;;;#N/D;;
Ceará;3;Rural;6;Não;#N/D;;
Acre;3;Urbano;5;Não;Boa;042.0;157
Rio Grande do Sul;5;Rural;6;Não;#N/D;;
Amapá;;Urbano;;;#N/D;;
Amazonas;2;Urbano;4;Não;#N/D;;
Rio Grande do Norte;3;Rural;6;Não;#N/D;;
Amazonas;5;Rural;1;Não;#N/D;;
Mato Grosso;5;Rural;5;Não;#N/D;;
Paraná;2;Urbano;5;Não;#N/D;;
Amazonas;4;Urbano;4;Não;#N/D;;
Rondônia;;Urbano;;;#N/D;;
Minas Gerais;5;Urbano;5;Não;#N/D;;
Amazonas;3;Rural;2;Não;#N/D;;
Ceará;4;Urbano;6;Não;#N/D;;
Ceará;6;Urbano;12;Não;#N/D;;
Maranhão;8;Urbano;8;Não;#N/D;;
Roraima;1;Rural;2;Não;Regular;070.0;
Sergipe;3;Urbano;7;Não;#N/D;;
Maranhão;4;Rural;7;Não;#N/D;;
Alagoas;5;Urbano;5;Não;#N/D;;
Ceará;3;Urbano;3;Não;#N/D;;
São Paulo;4;Urbano;5;Sim;Regular;089.0;175
Roraima;10;Urbano;4;Sim;#N/D;;
Rio Grande do Norte;4;Rural;7;Não;#N/D;;
Minas Gerais;2;Rural;4;Não;#N/D;;
Minas Gerais;3;Urbano;5;Não;#N/D;;
São Paulo;4;Urbano;3;Não;#N/D;;
Amazonas;6;Urbano;3;Não;#N/D;;
Ceará;2;Urbano;8;Não;Muito boa;042.0;160
Acre;;Urbano;;;#N/D;;
Ceará;2;Rural;8;Não;#N/D;;
Rio de Janeiro;2;Urbano;4;Não;Regular;058.0;
Bahia;5;Urbano;10;Não;#N/D;;
Rio Grande do Sul;4;Rural;9;Não;Boa;076.0;162
Minas Gerais;4;Urbano;6;Não;#N/D;;
Minas Gerais;4;Rural;4;Não;#N/D;;
Rio de Janeiro;3;Urbano;7;Não;#N/D;;
Paraná;3;Rural;5;Não;#N/D;;
Piauí;3;Urbano;6;Não;#N/D;;
Rio de Janeiro;4;Urbano;7;Não;#N/D;;
Pará;2;Urbano;16;Não;#N/D;;
Minas Gerais;2;Urbano;6;Não;Boa;055.0;
Paraná;2;Rural;4;Não;#N/D;;
Rio Grande do Norte;3;Urbano;5;Não;Ruim;072.0;
Paraná;6;Rural;7;Não;#N/D;;
Sergipe;4;Urbano;8;Não;Regular;085.0;172
Espírito Santo;7;Rural;10;Não;#N/D;;
Alagoas;3;Urbano;4;Não;#N/D;;
Pernambuco;2;Urbano;5;Não;Boa;076.0;178
Pará;4;Urbano;3;Não;#N/D;;
Bahia;7;Rural;8;Não;#N/D;;
Pernambuco;4;Urbano;6;Não;Muito boa;058.0;
Amazonas;13;Rural;4;Não;#N/D;;
Rio Grande do Sul;4;Urbano;5;Não;Muito boa;067.0;
Bahia;2;Urbano;7;Não;Muito boa;084.0;174
Mato Grosso do Sul;7;Urbano;6;Não;Ruim;062.0;
Paraíba;5;Urbano;5;Não;#N/D;;
Ceará;3;Urbano;4;Não;#N/D;;
São Paulo;3;Urbano;4;Não;Muito boa;062.0;169
Roraima;8;Urbano;6;Sim;#N/D;;
Paraíba;2;Rural;11;Sim;Regular;092.0;174
Pará;2;Urbano;6;Não;Regular;078.0;170
Rio Grande do Sul;;Urbano;;;#N/D;;
Sergipe;2;Urbano;6;Não;Boa;066.0;167
Maranhão;6;Urbano;8;Não;#N/D;;
Ceará;2;Urbano;20;Não;Muito boa;100.0;177
Maranhão;2;Rural;5;Não;Boa;054.0;
Rio de Janeiro;2;Urbano;5;Não;Regular;102.0;166
Espírito Santo;2;Urbano;6;Não;Muito boa;069.0;178
Distrito Federal;5;Urbano;6;Não;#N/D;;
Distrito Federal;3;Urbano;13;Sim;Ruim;100.0;200
Rio de Janeiro;6;Urbano;6;Não;#N/D;;
Mato Grosso;4;Urbano;7;Não;#N/D;;
Acre;;Rural;;;#N/D;;
Goiás;4;Urbano;10;Não;#N/D;;
Alagoas;3;Urbano;4;Não;Regular;089.0;153
Mato Grosso;7;Urbano;6;Não;Regular;063.0;165
Minas Gerais;4;Urbano;5;Não;Regular;075.0;160
Bahia;5;Rural;5;Não;#N/D;;
Rondônia;4;Urbano;5;Não;Boa;062.0;165
Rio Grande do Norte;4;Urbano;6;Não;#N/D;;
Maranhão;3;Rural;5;Não;#N/D;;
Paraná;4;Urbano;3;Não;#N/D;;
Rondônia;3;Urbano;5;Não;#N/D;;
Sergipe;5;Urbano;6;Sim;#N/D;;
Bahia;4;Rural;6;Não;Boa;072.0;170
Ceará;2;Urbano;6;Não;Boa;055.0;
Mato Grosso;3;Urbano;5;Sim;#N/D;;
Acre;4;Urbano;6;Não;#N/D;;
Minas Gerais;6;Urbano;10;Não;#N/D;;
Distrito Federal;5;Urbano;5;Não;#N/D;;
Minas Gerais;2;Urbano;5;Não;Boa;080.0;167
Rio de Janeiro;2;Urbano;5;Não;#N/D;;
Mato Grosso do Sul;4;Urbano;6;Não;Muito boa;058.0;162
Amazonas;7;Rural;1;Não;Boa;062.0;165
Pernambuco;5;Urbano;6;Não;Regular;103.0;175
Paraná;4;Urbano;8;Não;Muito boa;054.0;168
Minas Gerais;3;Urbano;6;Não;Regular;089.0;157
Amapá;6;Urbano;8;Não;#N/D;;
Paraná;4;Urbano;5;Sim;Regular;;
Santa Catarina;3;Rural;6;Não;#N/D;;
Ceará;3;Urbano;5;Não;Boa;082.0;
Espírito Santo;7;Urbano;12;Não;#N/D;;
Rio de Janeiro;5;Urbano;5;Não;#N/D;;
Pará;4;Urbano;7;Sim;#N/D;;
Rio de Janeiro;1;Urbano;4;Não;Regular;060.0;145
Maranhão;2;Urbano;5;Não;Ruim;087.0;164
Amapá;4;Urbano;4;Não;#N/D;;
Mato Grosso do Sul;2;Urbano;7;Não;#N/D;;
Minas Gerais;4;Urbano;6;Não;#N/D;;
Roraima;3;Urbano;5;Não;#N/D;;
Mato Grosso do Sul;2;Urbano;3;Não;#N/D;;
Amazonas;6;Rural;2;Não;#N/D;;
São Paulo;1;Urbano;3;Não;Boa;062.0;162
Rio de Janeiro;3;Rural;5;Não;#N/D;;
São Paulo;2;Urbano;5;Não;#N/D;;
Maranhão;5;Rural;5;Não;#N/D;;
Goiás;2;Rural;7;Sim;#N/D;;
Distrito Federal;;Urbano;;;#N/D;;
Santa Catarina;6;Urbano;7;Não;#N/D;;
Bahia;4;Urbano;5;Não;#N/D;;
Sergipe;7;Rural;7;Não;#N/D;;
Maranhão;4;Rural;7;Não;Boa;074.0;175
São Paulo;4;Rural;4;Não;#N/D;;
Rio Grande do Norte;1;Urbano;6;Não;Regular;076.0;165
Paraíba;3;Urbano;6;Não;Ruim;;
Goiás;2;Urbano;6;Não;#N/D;;
Piauí;5;Urbano;6;Não;#N/D;;
Maranhão;3;Urbano;8;Não;Regular;048.0;148
Paraná;2;Urbano;6;Não;#N/D;;
Rio de Janeiro;2;Urbano;5;Não;#N/D;;
Acre;5;Urbano;7;Não;#N/D;;
Pará;2;Urbano;10;Não;#N/D;;
Santa Catarina;4;Rural;7;Não;#N/D;;
Sergipe;3;Urbano;5;Não;#N/D;;
Amazonas;6;Rural;2;Não;#N/D;;
Paraná;3;Urbano;5;Não;#N/D;;
Amazonas;3;Urbano;4;Sim;#N/D;;
Goiás;1;Urbano;8;Não;Boa;078.0;178
Acre;6;Urbano;6;Não;Boa;128.0;178
Sergipe;5;Rural;12;Não;#N/D;;
Mato Grosso;2;Urbano;8;Sim;#N/D;;
Maranhão;5;Urbano;6;Não;#N/D;;
Espírito Santo;5;Urbano;6;Não;#N/D;;
Bahia;4;Urbano;6;Não;#N/D;;
Roraima;6;Rural;8;Não;#N/D;;
São Paulo;3;Urbano;3;Não;#N/D;;
Roraima;3;Urbano;5;Não;#N/D;;
Ceará;5;Rural;9;Não;#N/D;;
Distrito Federal;4;Urbano;7;Não;#N/D;;
Bahia;2;Urbano;4;Não;Boa;063.0;163
Piauí;4;Urbano;9;Não;#N/D;;
Amazonas;9;Urbano;9;Não;#N/D;;
São Paulo;4;Rural;7;Não;Regular;092.0;159
Espírito Santo;1;Urbano;5;Não;Regular;050.0;145
Pernambuco;2;Urbano;5;Não;#N/D;;
Pará;;Urbano;;;#N/D;;
Maranhão;3;Urbano;8;Não;Regular;;
Rio de Janeiro;2;Urbano;5;Não;#N/D;;
Rio Grande do Sul;4;Urbano;5;Não;Regular;074.0;162
Bahia;4;Rural;6;Não;Boa;085.0;160
Maranhão;4;Rural;5;Não;#N/D;;
Amazonas;5;Urbano;7;Não;#N/D;;
Minas Gerais;3;Urbano;8;Não;#N/D;;
Ceará;2;Urbano;4;Não;#N/D;;
Rio de Janeiro;;Urbano;;;#N/D;;
Minas Gerais;7;Urbano;6;Não;#N/D;;
Rondônia;6;Rural;4;Não;#N/D;;
São Paulo;5;Urbano;5;Não;#N/D;;
Rio de Janeiro;2;Urbano;4;Não;Muito boa;;175
Roraima;5;Urbano;5;Não;#N/D;;
Tocantins;5;Urbano;5;Não;#N/D;;
Ceará;5;Rural;6;Não;Regular;070.0;172
Maranhão;5;Rural;6;Não;#N/D;;
Rio de Janeiro;6;Urbano;11;Não;#N/D;;
Rondônia;4;Rural;4;Não;#N/D;;
Goiás;1;Urbano;4;Não;Muito boa;073.0;176
Maranhão;;Rural;;;#N/D;;
Pará;;Urbano;;;#N/D;;
Pernambuco;5;Urbano;5;Não;#N/D;;
Amazonas;10;Rural;5;Não;#N/D;;
Paraíba;2;Urbano;7;Não;Muito boa;080.0;167
Rondônia;4;Urbano;6;Não;Boa;105.0;192
Ceará;4;Urbano;4;Não;Regular;086.0;178
Rondônia;2;Urbano;6;Não;#N/D;;
Pará;3;Urbano;6;Não;#N/D;;
Pernambuco;2;Urbano;4;Não;Boa;056.0;160
Bahia;2;Rural;8;Não;Regular;081.0;
Paraná;4;Urbano;5;Não;#N/D;;
Ceará;4;Urbano;6;Não;Boa;070.0;169
Espírito Santo;9;Urbano;6;Não;#N/D;;
Piauí;5;Urbano;7;Não;#N/D;;
Rio Grande do Norte;4;Rural;7;Não;Boa;054.0;154
Espírito Santo;4;Urbano;12;Não;#N/D;;
Espírito Santo;3;Urbano;5;Sim;#N/D;;
Maranhão;4;Urbano;8;Não;Boa;073.0;172
São Paulo;5;Rural;6;Não;#N/D;;
Espírito Santo;1;Urbano;7;Não;Boa;079.0;165
Roraima;1;Urbano;5;Não;Boa;081.0;159
Rio Grande do Norte;5;Urbano;7;Sim;#N/D;;
Rio Grande do Norte;3;Urbano;5;Não;#N/D;;
Pernambuco;5;Rural;7;Não;#N/D;;
Goiás;5;Urbano;3;Não;#N/D;;
Minas Gerais;2;Rural;6;Não;#N/D;;
Amazonas;4;Urbano;7;Não;#N/D;;
Amapá;6;Urbano;12;Não;#N/D;;
Sergipe;2;Urbano;6;Não;#N/D;;
Maranhão;3;Urbano;7;Não;#N/D;;
Acre;5;Urbano;5;Não;#N/D;;
Mato Grosso;7;Urbano;11;Não;Regular;078.0;172
Ceará;3;Urbano;7;Sim;#N/D;;
Rio de Janeiro;3;Urbano;7;Não;#N/D;;
São Paulo;4;Urbano;6;Não;Boa;070.0;180
Paraíba;3;Urbano;5;Não;#N/D;;
Piauí;5;Urbano;10;Não;#N/D;;
Maranhão;4;Rural;4;Não;#N/D;;
São Paulo;4;Urbano;6;Não;#N/D;;
Minas Gerais;3;Urbano;3;Não;#N/D;;
Rondônia;4;Urbano;6;Não;#N/D;;
Rio Grande do Norte;2;Urbano;5;Não;#N/D;;
Goiás;1;Urbano;5;Não;Boa;055.0;155
Minas Gerais;3;Urbano;7;Não;Boa;098.0;179
Rondônia;3;Rural;7;Não;#N/D;;
Pará;5;Rural;5;Não;#N/D;;
Rondônia;3;Urbano;6;Não;#N/D;;
Sergipe;3;Urbano;6;Não;#N/D;;
Amazonas;10;Urbano;6;Não;Boa;058.0;175
Rio de Janeiro;3;Urbano;5;Não;#N/D;;
Espírito Santo;3;Rural;7;Não;#N/D;;
Pará;2;Urbano;2;Não;Boa;057.0;160
Alagoas;4;Urbano;6;Não;Regular;117.0;174
Sergipe;5;Urbano;8;Sim;#N/D;;
Amapá;5;Urbano;5;Não;#N/D;;
Pernambuco;3;Urbano;10;Não;#N/D;;
Bahia;2;Urbano;7;Não;Regular;084.0;165
Rio Grande do Sul;4;Urbano;9;Não;Muito boa;092.0;181
Paraná;4;Rural;4;Não;#N/D;;
Tocantins;2;Urbano;5;Não;Boa;074.0;164
Pernambuco;2;Urbano;7;Não;Regular;;167
Espírito Santo;2;Urbano;5;Não;Boa;053.0;164
Paraíba;1;Urbano;10;Sim;Muito boa;063.0;147
Tocantins;4;Urbano;5;Não;#N/D;;
Maranhão;5;Urbano;7;Não;#N/D;;
São Paulo;3;Urbano;6;Sim;#N/D;;
Amazonas;5;Urbano;5;Não;#N/D;;
Maranhão;8;Rural;8;Não;#N/D;;
Minas Gerais;6;Rural;5;Não;Boa;090.0;170
Ceará;5;Urbano;7;Não;#N/D;;
Rio de Janeiro;4;Urbano;10;Não;#N/D;;
Rio Grande do Sul;4;Urbano;6;Não;#N/D;;
Paraíba;4;Urbano;9;Não;Muito boa;070.0;165
Pará;;Urbano;;;#N/D;;
Pará;4;Rural;5;Não;#N/D;;
Mato Grosso do Sul;4;Urbano;6;Não;Muito boa;050.0;150
Pernambuco;4;Urbano;5;Não;Regular;096.0;175
Rio de Janeiro;4;Urbano;5;Não;#N/D;;
Distrito Federal;8;Urbano;5;Não;#N/D;;
Roraima;4;Urbano;10;Não;#N/D;;
Espírito Santo;4;Urbano;9;Não;#N/D;;
Pernambuco;2;Rural;5;Não;Boa;059.0;162
Paraná;1;Urbano;3;Não;Boa;093.0;177
Rio Grande do Norte;;Urbano;;;#N/D;;
São Paulo;6;Urbano;8;Não;#N/D;;
Piauí;4;Rural;6;Não;#N/D;;
Paraíba;2;Urbano;20;Não;Regular;080.0;160
Minas Gerais;2;Urbano;8;Sim;#N/D;;
Maranhão;8;Rural;11;Não;#N/D;;
Rio de Janeiro;1;Rural;2;Não;Regular;090.0;170
Rondônia;4;Urbano;7;Não;#N/D;;
Roraima;;Rural;;;#N/D;;
Santa Catarina;3;Urbano;5;Não;#N/D;;
Paraíba;4;Urbano;5;Não;Muito boa;064.0;
Pará;7;Urbano;8;Não;#N/D;;
Paraná;3;Urbano;10;Não;#N/D;;
Ceará;1;Urbano;6;Não;Boa;057.0;154
Rio de Janeiro;1;Urbano;4;Não;Regular;074.0;168
Maranhão;3;Rural;2;Não;#N/D;;
Goiás;3;Urbano;7;Não;#N/D;;
São Paulo;8;Rural;9;Não;#N/D;;
Piauí;5;Urbano;6;Não;#N/D;;
Amazonas;4;Urbano;4;Não;#N/D;;
Sergipe;1;Urbano;5;Sim;Muito boa;076.0;168
Minas Gerais;2;Urbano;8;Não;#N/D;;
Amazonas;3;Urbano;2;Não;#N/D;;
Pará;5;Urbano;5;Não;#N/D;;
Alagoas;5;Urbano;4;Não;#N/D;;
Distrito Federal;6;Urbano;7;Não;#N/D;;
Mato Grosso do Sul;2;Urbano;12;Não;#N/D;;
Mato Grosso;3;Rural;3;Não;#N/D;;
Piauí;6;Urbano;5;Não;#N/D;;
Pernambuco;3;Urbano;6;Sim;#N/D;;
Pará;4;Urbano;5;Não;Boa;066.0;165
Distrito Federal;3;Urbano;4;Não;Boa;062.0;158
Sergipe;2;Urbano;7;Não;#N/D;;
São Paulo;3;Urbano;7;Não;#N/D;;
Rio Grande do Norte;2;Rural;5;Não;#N/D;;
Tocantins;3;Urbano;6;Não;#N/D;;
Alagoas;1;Rural;6;Não;Regular;091.0;156
Roraima;4;Urbano;4;Não;#N/D;;
Sergipe;2;Rural;4;Não;#N/D;;
Ceará;2;Urbano;5;Não;Boa;050.0;153
Rio Grande do Sul;2;Urbano;9;Não;Boa;082.0;160
Amazonas;4;Urbano;3;Não;Regular;059.0;159
Distrito Federal;4;Urbano;8;Não;Muito boa;081.0;183
Minas Gerais;4;Urbano;7;Não;#N/D;;
Rio de Janeiro;4;Urbano;7;Não;#N/D;;
Pará;5;Urbano;6;Não;#N/D;;
Paraíba;2;Urbano;6;Não;Boa;;
Tocantins;4;Rural;5;Não;#N/D;;
Ceará;2;Urbano;8;Não;#N/D;;
Ceará;2;Urbano;3;Sim;#N/D;;
Ceará;6;Urbano;7;Não;#N/D;;
Amazonas;2;Urbano;5;Não;#N/D;;
Rio Grande do Sul;3;Urbano;7;Não;#N/D;;
Roraima;1;Rural;2;Não;Boa;060.0;167
Distrito Federal;1;Urbano;5;Não;Regular;067.0;176
Alagoas;1;Urbano;5;Não;Boa;078.0;176
Pernambuco;5;Rural;5;Não;#N/D;;
Ceará;;Urbano;;;#N/D;;
Minas Gerais;4;Urbano;7;Não;#N/D;;
Pará;4;Rural;6;Não;#N/D;;
Mato Grosso;4;Urbano;6;Não;#N/D;;
Paraíba;5;Urbano;9;Não;#N/D;;
Paraíba;3;Urbano;7;Não;Boa;055.0;
Amazonas;6;Rural;5;Não;#N/D;;
Sergipe;4;Urbano;7;Não;Boa;065.0;163
Rio de Janeiro;2;Urbano;5;Não;Boa;079.0;162
Pará;4;Rural;6;Não;#N/D;;
Rio de Janeiro;3;Urbano;5;Não;Boa;070.0;170
Bahia;3;Urbano;5;Não;Regular;094.0;175
Minas Gerais;7;Urbano;8;Não;#N/D;;
Minas Gerais;3;Urbano;5;Não;#N/D;;
Amapá;4;Urbano;4;Não;Boa;070.0;162
Distrito Federal;3;Urbano;5;Não;Regular;078.0;157
Rondônia;5;Urbano;7;Não;#N/D;;
Espírito Santo;6;Urbano;7;Não;#N/D;;
São Paulo;5;Urbano;4;Não;#N/D;;
Maranhão;3;Rural;4;Não;#N/D;;
Roraima;5;Urbano;5;Não;#N/D;;
Ceará;3;Urbano;7;Não;#N/D;;
Rio de Janeiro;1;Urbano;3;Não;Boa;076.0;178
Pernambuco;3;Urbano;5;Não;Regular;100.0;164
Rio Grande do Norte;7;Urbano;8;Não;#N/D;;
Mato Grosso;4;Urbano;6;Não;#N/D;;
Mato Grosso do Sul;4;Urbano;5;Não;#N/D;;
Santa Catarina;3;Urbano;6;Não;#N/D;;
Santa Catarina;3;Rural;8;Sim;#N/D;;
Minas Gerais;5;Urbano;8;Não;#N/D;;
Roraima;;Urbano;;;#N/D;;
Ceará;6;Rural;5;Não;#N/D;;
Sergipe;1;Rural;5;Não;Boa;058.0;
São Paulo;3;Urbano;5;Não;#N/D;;
Tocantins;2;Rural;3;Sim;#N/D;;
Santa Catarina;1;Urbano;5;Sim;Ruim;074.0;150
Sergipe;2;Rural;6;Não;Ruim;083.0;
Pernambuco;3;Rural;6;Não;#N/D;;
Amazonas;5;Urbano;5;Não;#N/D;;
Acre;2;Urbano;2;Não;Boa;050.0;165
Paraná;4;Urbano;7;Não;#N/D;;
Rondônia;3;Rural;6;Não;#N/D;;
Rio Grande do Norte;5;Urbano;6;Não;#N/D;;
São Paulo;4;Urbano;5;Não;#N/D;;
Maranhão;3;Rural;5;Não;#N/D;;
São Paulo;;Urbano;;;#N/D;;
Paraíba;3;Rural;4;Não;#N/D;;
Paraná;2;Urbano;8;Não;Regular;068.0;146
Paraíba;2;Rural;5;Não;#N/D;;
Espírito Santo;3;Urbano;8;Não;#N/D;;
Roraima;3;Urbano;3;Não;#N/D;;
Pernambuco;5;Urbano;8;Não;#N/D;;
Pará;9;Rural;4;Não;#N/D;;
Rondônia;4;Urbano;4;Não;#N/D;;
Distrito Federal;3;Urbano;8;Não;#N/D;;
Santa Catarina;3;Urbano;6;Não;Boa;075.0;169
Acre;7;Urbano;6;Não;#N/D;;
Piauí;3;Rural;6;Não;#N/D;;
Alagoas;4;Urbano;6;Sim;#N/D;;
Espírito Santo;7;Urbano;5;Não;#N/D;;
Rio de Janeiro;7;Urbano;5;Não;#N/D;;
Amapá;3;Urbano;4;Não;#N/D;;
São Paulo;3;Urbano;7;Não;#N/D;;
Mato Grosso;3;Rural;5;Não;#N/D;;
Rio de Janeiro;1;Urbano;4;Não;Boa;065.0;
Bahia;2;Urbano;14;Não;#N/D;;
São Paulo;6;Urbano;7;Não;#N/D;;
Ceará;4;Rural;7;Não;Regular;062.0;175
Rondônia;1;Rural;4;Não;Regular;;148
Rio Grande do Sul;2;Urbano;5;Não;#N/D;;
Santa Catarina;4;Urbano;8;Não;#N/D;;
Goiás;3;Urbano;6;Não;Regular;110.0;165
Goiás;7;Urbano;8;Não;#N/D;;
Rio de Janeiro;2;Urbano;6;Não;#N/D;;
Roraima;4;Rural;4;Não;Boa;050.0;166
São Paulo;3;Rural;4;Não;#N/D;;
Paraíba;3;Urbano;5;Não;#N/D;;
Minas Gerais;6;Urbano;6;Não;#N/D;;
Goiás;4;Urbano;7;Não;#N/D;;
Pará;4;Urbano;3;Não;Regular;076.0;153
Minas Gerais;5;Urbano;5;Sim;#N/D;;
Pernambuco;3;Urbano;8;Não;Regular;072.0;165
Rio de Janeiro;3;Urbano;5;Não;#N/D;;
Espírito Santo;3;Urbano;8;Não;Muito boa;074.0;167
Minas Gerais;1;Urbano;6;Não;Boa;071.0;159
Pernambuco;1;Urbano;5;Sim;Regular;;172
Mato Grosso;2;Urbano;7;Não;#N/D;;
Goiás;4;Urbano;8;Não;#N/D;;
Bahia;4;Rural;7;Não;#N/D;;
Goiás;3;Urbano;5;Não;Boa;064.0;165
Piauí;5;Urbano;8;Não;#N/D;;
Pará;2;Urbano;3;Não;Regular;069.0;177
Bahia;2;Urbano;4;Não;#N/D;;
Pernambuco;4;Rural;4;Não;#N/D;;
Pernambuco;2;Rural;5;Não;#N/D;;
Pernambuco;3;Urbano;7;Não;#N/D;;
Bahia;2;Urbano;5;Não;Boa;080.0;168
Ceará;3;Rural;7;Não;#N/D;;
Maranhão;2;Rural;5;Não;#N/D;;
Piauí;2;Urbano;9;Não;Regular;075.0;170
Rondônia;2;Urbano;6;Sim;Boa;041.0;160
Rio Grande do Sul;2;Urbano;6;Não;#N/D;;
Rio de Janeiro;2;Urbano;4;Não;Boa;084.0;170
Distrito Federal;5;Urbano;16;Não;#N/D;;
Sergipe;2;Urbano;3;Não;#N/D;;
Mato Grosso do Sul;3;Urbano;8;Não;#N/D;;
Mato Grosso do Sul;5;Urbano;5;Não;#N/D;;
Goiás;6;Urbano;5;Não;#N/D;;
Pernambuco;3;Rural;5;Não;#N/D;;
Maranhão;5;Rural;5;Não;#N/D;;
Rio de Janeiro;2;Rural;5;Não;#N/D;;
Sergipe;2;Urbano;5;Não;Boa;076.0;166
Acre;4;Urbano;4;Não;#N/D;;
Tocantins;4;Urbano;10;Sim;#N/D;;
Amapá;3;Rural;3;Não;#N/D;;
São Paulo;3;Urbano;4;Não;#N/D;;
Rio de Janeiro;3;Rural;6;Não;#N/D;;
Piauí;4;Urbano;9;Não;#N/D;;
Paraíba;3;Urbano;5;Não;#N/D;;
Piauí;3;Rural;7;Não;#N/D;;
Rio de Janeiro;4;Urbano;5;Não;#N/D;;
Pará;4;Urbano;4;Sim;Regular;062.0;160
Santa Catarina;3;Urbano;8;Não;#N/D;;
Maranhão;;Urbano;;;#N/D;;
Pará;3;Urbano;4;Não;Regular;084.0;170
Minas Gerais;6;Urbano;7;Não;#N/D;;
Sergipe;1;Urbano;5;Não;Boa;058.0;158
Piauí;9;Urbano;11;Não;#N/D;;
Goiás;2;Rural;5;Não;Boa;080.0;175
Mato Grosso;2;Rural;5;Não;Regular;070.0;170
Acre;4;Urbano;3;Sim;Boa;079.0;167
São Paulo;3;Urbano;7;Não;#N/D;;
Santa Catarina;3;Rural;8;Não;#N/D;;
Roraima;4;Rural;3;Não;Regular;058.0;160
Goiás;;Urbano;;;#N/D;;
Amapá;5;Rural;5;Não;#N/D;;
Ceará;;Urbano;;;#N/D;;
Pernambuco;1;Urbano;5;Sim;Regular;055.0;165
Espírito Santo;4;Urbano;6;Não;Boa;066.0;155
Roraima;5;Urbano;11;Não;Regular;;159
Ceará;3;Urbano;5;Não;#N/D;;
Roraima;4;Rural;5;Não;#N/D;;
Amazonas;4;Urbano;4;Não;#N/D;;
Tocantins;;Urbano;;;#N/D;;
Roraima;3;Urbano;5;Não;#N/D;;
Alagoas;2;Urbano;6;Não;Ruim;091.0;
Bahia;3;Urbano;3;Não;#N/D;;
Paraíba;2;Urbano;5;Não;#N/D;;
Paraíba;4;Urbano;6;Não;#N/D;;
Goiás;3;Urbano;5;Não;#N/D;;
São Paulo;3;Urbano;8;Não;#N/D;;
Maranhão;3;Urbano;5;Não;#N/D;;
Amazonas;5;Urbano;5;Não;#N/D;;
Ceará;4;Urbano;5;Não;#N/D;;
Rio Grande do Sul;5;Rural;9;Não;#N/D;;
Rio de Janeiro;2;Urbano;8;Não;Boa;085.0;179
Distrito Federal;3;Urbano;5;Não;#N/D;;
Rondônia;3;Urbano;4;Não;#N/D;;
Santa Catarina;4;Urbano;4;Não;#N/D;;
Pernambuco;5;Urbano;3;Não;#N/D;;
Rio Grande do Sul;5;Urbano;7;Não;#N/D;;
Rondônia;3;Urbano;5;Não;#N/D;;
Paraná;4;Urbano;6;Não;Boa;075.0;170
Rio Grande do Sul;2;Urbano;6;Não;#N/D;;
Rio de Janeiro;;Urbano;;;#N/D;;
Santa Catarina;1;Urbano;6;Não;Regular;;
Acre;6;Rural;4;Não;#N/D;;
Maranhão;5;Rural;3;Não;#N/D;;
Amazonas;4;Urbano;5;Não;#N/D;;
Minas Gerais;5;Urbano;6;Não;#N/D;;
Rio de Janeiro;4;Urbano;7;Não;#N/D;;
